"indicador","estrato","formulacao","npar","loglik","aicc","bic","ljung","eqm1","rrse"
"desocupados","03-Sul de Minas","MA(1)",5,-199.86,411,419.5,0.0686,299.859,13.94
"desocupados","03-Sul de Minas","MA(2)",6,-206.82,427.5,437.4,0.1182,330.873,11.15
"desocupados","03-Sul de Minas","MA(3)",7,-212.77,442.1,453.2,0.0955,330.551,10.77
"desocupados","03-Sul de Minas","MA(4)",8,-218.5,456.4,468.6,0.0244,354.898,10.58
"desocupados","03-Sul de Minas","MA(5)",9,-224.76,471.8,485.1,0.0426,420.515,-25.61
"desocupados","03-Sul de Minas","MA(6)",10,-229.77,484.9,499,0.028,335.945,-130.94
"desocupados","03-Sul de Minas","MA(4) desenho",8,-218.05,455.5,467.7,0.0559,340.254,-0.57
"desocupados","04-Triângulo Mineiro","Ruído branco",4,-190.8,390.5,397.4,0.3851,247.035,28.64
"desocupados","04-Triângulo Mineiro","AR(1)",5,-194.63,400.6,409,0.4573,249.247,21.76
"desocupados","04-Triângulo Mineiro","AR(2)",6,-198.62,411.1,420.9,0.5165,249.68,21.2
"desocupados","04-Triângulo Mineiro","AR(3)",7,-205.8,428.1,439.3,0.5881,250.078,20.62
"desocupados","04-Triângulo Mineiro","AR(4)",8,-209.45,438.2,450.5,0.7419,252.692,19.72
"desocupados","04-Triângulo Mineiro","AR(5)",9,-214.18,450.7,463.9,0.7713,261.428,19.52
"desocupados","04-Triângulo Mineiro","AR(6)",10,-222.52,470.4,484.5,0.8616,277.35,3.97
"desocupados","04-Triângulo Mineiro","MA(1)",5,-196.56,404.4,412.9,0.4037,252.954,22.52
"desocupados","04-Triângulo Mineiro","MA(2)",6,-202.92,419.7,429.5,0.4858,251.022,21.31
"desocupados","04-Triângulo Mineiro","MA(3)",7,-208.22,433,444.1,0.663,246.495,20.65
"desocupados","04-Triângulo Mineiro","MA(4)",8,-214.71,448.8,461,0.7191,282.553,19.88
"desocupados","04-Triângulo Mineiro","MA(5)",9,-221.18,464.7,477.9,0.8458,291.622,-17.96
"desocupados","04-Triângulo Mineiro","MA(6)",10,-227.6,480.6,494.7,0.6879,273.537,-120.13
"desocupados","04-Triângulo Mineiro","MA(4) desenho",8,-215.86,451.1,463.3,0.0026,304.373,3.68
"desocupados","05-Mata de Minas Gerais","Ruído branco",4,-189.14,387.1,394.1,0.2937,229.173,23.63
"desocupados","05-Mata de Minas Gerais","AR(1)",5,-191.16,393.6,402.1,0.2381,207.546,16.86
"desocupados","05-Mata de Minas Gerais","AR(2)",6,-193.79,401.5,411.3,0.2427,212.224,17.06
"desocupados","05-Mata de Minas Gerais","AR(3)",7,-199.56,415.7,426.8,0.2726,215.707,16.09
"desocupados","05-Mata de Minas Gerais","AR(4)",8,-207.76,434.9,447.1,0.3607,227.95,14.94
"desocupados","05-Mata de Minas Gerais","AR(5)",9,-214.66,451.6,464.9,0.4208,215.117,-48.32
"desocupados","05-Mata de Minas Gerais","AR(6)",10,-221.83,469,483.2,0.5166,241.006,-191.86
"desocupados","05-Mata de Minas Gerais","MA(1)",5,-193.3,397.9,406.4,0.4794,213.568,16.48
"desocupados","05-Mata de Minas Gerais","MA(2)",6,-198.51,410.9,420.7,0.2756,217.463,16.98
"desocupados","05-Mata de Minas Gerais","MA(3)",7,-204.7,425.9,437,0.2816,215.336,16.34
"desocupados","05-Mata de Minas Gerais","MA(4)",8,-211.07,441.5,453.7,0.4018,249.278,15.35
"desocupados","05-Mata de Minas Gerais","MA(5)",9,-216.46,455.2,468.5,0.371,200.321,-43.53
"desocupados","05-Mata de Minas Gerais","MA(6)",10,-223.3,472,486.1,0.4126,224.927,-173.36
"desocupados","05-Mata de Minas Gerais","MA(4) desenho",8,-208.47,436.3,448.6,0.7115,226.233,4.65
"desocupados","06-Norte de Minas","Ruído branco",4,-205.27,419.4,426.4,0.0797,454.817,19.07
"desocupados","06-Norte de Minas","AR(1)",5,-208.2,427.7,436.2,0.0848,429.306,9.13
"desocupados","06-Norte de Minas","AR(2)",6,-211,435.9,445.7,0.124,427.129,8.41
"desocupados","06-Norte de Minas","AR(3)",7,-218.78,454.1,465.2,0.1207,462.312,6.65
"desocupados","06-Norte de Minas","AR(4)",8,-223.45,466.2,478.5,0.1578,486.619,6.02
"desocupados","06-Norte de Minas","AR(5)",9,-228.57,479.4,492.7,0.1077,496.642,2.76
"desocupados","06-Norte de Minas","AR(6)",10,-234.05,493.5,507.6,0.1031,453.663,-16.07
"desocupados","06-Norte de Minas","MA(1)",5,-213.11,437.5,446,0.0039,501.662,6.77
"desocupados","06-Norte de Minas","MA(2)",6,-214.2,442.3,452.1,0.2613,403.071,9.89
"desocupados","06-Norte de Minas","MA(3)",7,-222.14,460.8,471.9,0.0354,460.782,6.13
"desocupados","06-Norte de Minas","MA(4)",8,-227.4,474.1,486.4,0.2492,641.483,7.1
"desocupados","06-Norte de Minas","MA(5)",9,-234.38,491,504.3,0.1418,582.743,-37.6
"desocupados","06-Norte de Minas","MA(6)",10,-239.39,504.1,518.3,0.2449,531.771,-143.33
"desocupados","06-Norte de Minas","MA(4) desenho",8,-227.1,473.5,485.8,0.1581,631.541,0.14
"desocupados","07-Vale do Rio Doce","Ruído branco",4,-199.03,406.9,413.9,0.1871,310.348,18.83
"desocupados","07-Vale do Rio Doce","AR(1)",5,-199.9,411.1,419.6,0.8272,278.501,6.14
"desocupados","07-Vale do Rio Doce","AR(2)",6,-204.53,422.9,432.8,0.7847,272.589,4.63
"desocupados","07-Vale do Rio Doce","AR(3)",7,-209.38,435.3,446.4,0.7876,278.496,3.73
"desocupados","07-Vale do Rio Doce","AR(4)",8,-212.98,445.3,457.6,0.6879,275.899,3
"desocupados","07-Vale do Rio Doce","AR(5)",9,-219.06,460.4,473.7,0.5221,260.109,-0.98
"desocupados","07-Vale do Rio Doce","AR(6)",10,-227.59,480.5,494.7,0.6032,278.389,-95.92
"desocupados","07-Vale do Rio Doce","MA(3)",7,-214.7,445.9,457.1,0.5,288.822,3.33
"desocupados","07-Vale do Rio Doce","MA(4)",8,-218.31,456,468.2,0.7456,287.98,4.7
"desocupados","07-Vale do Rio Doce","MA(5)",9,-225.14,472.6,485.8,0.5469,286.165,-38.99
"desocupados","07-Vale do Rio Doce","MA(6)",10,-231.15,487.7,501.8,0.5999,295.382,-145.29
"desocupados","07-Vale do Rio Doce","ARMA(2,1)",7,-203.97,424.5,435.6,0.7968,272.812,4.49
"desocupados","07-Vale do Rio Doce","ARMA(1,2)",7,-206.54,429.6,440.7,0.7968,273.48,4.45
"desocupados","07-Vale do Rio Doce","MA(4) desenho",8,-217.65,454.7,466.9,0.8483,283.369,0.9
"desocupados","08-Central","Ruído branco",4,-196.12,401.1,408,9e-04,337.947,19.42
"desocupados","08-Central","AR(1)",5,-197.71,406.7,415.2,0.0246,308.105,14.72
"desocupados","08-Central","AR(2)",6,-202.01,417.9,427.7,0.0074,305.482,15.03
"desocupados","08-Central","AR(3)",7,-208.18,432.9,444,0.0926,316.824,11.67
"desocupados","08-Central","AR(4)",8,-213.41,446.2,458.4,0.1054,316.901,10.47
"desocupados","08-Central","AR(5)",9,-219.57,461.4,474.7,0.1242,349.777,-4.31
"desocupados","08-Central","AR(6)",10,-224.6,474.6,488.7,4e-04,295.158,-104.44
"desocupados","08-Central","MA(1)",5,-198.81,408.9,417.4,0.012,299.95,15.86
"desocupados","08-Central","MA(2)",6,-204.61,423.1,432.9,0.0055,302.501,15.23
"desocupados","08-Central","MA(3)",7,-210.7,437.9,449.1,0.0079,302.105,14.19
"desocupados","08-Central","MA(4)",8,-217.08,453.5,465.8,0.0185,448.774,9.15
"desocupados","08-Central","MA(5)",9,-223.83,469.9,483.2,0.1365,382.26,-31.3
"desocupados","08-Central","MA(6)",10,-227.66,480.7,494.8,5e-04,286.243,-145.34
"desocupados","08-Central","MA(4) desenho",8,-213.45,446.3,458.5,0.6161,325.392,2.45
"ocupados","01-Belo Horizonte","Ruído branco",4,-230.41,469.7,476.6,0.0492,1296.649,19.91
"ocupados","01-Belo Horizonte","AR(1)",5,-229.68,470.7,479.1,0.175,1008.371,3.99
"ocupados","01-Belo Horizonte","AR(2)",6,-235.84,485.5,495.4,0.0802,1058.197,1.24
"ocupados","01-Belo Horizonte","AR(3)",7,-241.29,499.1,510.2,0.0763,1068.518,-10.65
"ocupados","01-Belo Horizonte","AR(4)",8,-246.5,512.3,524.6,0.1469,1732.351,-32.47
"ocupados","01-Belo Horizonte","AR(5)",9,-253.56,529.4,542.7,0.2089,1673.139,-46.38
"ocupados","01-Belo Horizonte","AR(6)",10,-261.32,548,562.1,0.1449,2384.934,-154.27
"ocupados","01-Belo Horizonte","MA(6)",10,-263.53,552.4,566.6,0.2526,13263.715,-75.15
"ocupados","01-Belo Horizonte","ARMA(2,1)",7,-235.72,488,499.1,0.1293,1040.327,-17.15
"ocupados","01-Belo Horizonte","ARMA(1,2)",7,-237.54,491.6,502.7,0.1139,1045.02,-9.13
"ocupados","01-Belo Horizonte","MA(4) desenho",8,-251.3,521.9,534.2,0.0781,12696.725,-1.61
"ocupados","02-Colar e Entorno metropolitano de BH","Ruído branco",4,-253.28,515.4,522.4,7e-04,3207.059,15.71
"ocupados","02-Colar e Entorno metropolitano de BH","AR(1)",5,-249.19,509.7,518.1,0.3939,2339.035,0.59
"ocupados","02-Colar e Entorno metropolitano de BH","AR(2)",6,-253.13,520.1,530,0.2019,2387.052,0.11
"ocupados","02-Colar e Entorno metropolitano de BH","AR(3)",7,-259.32,535.2,546.3,0.4576,2414.41,-6.22
"ocupados","02-Colar e Entorno metropolitano de BH","AR(4)",8,-264.96,549.3,561.5,0.4898,3155.244,-10.69
"ocupados","02-Colar e Entorno metropolitano de BH","AR(5)",9,-274.24,570.8,584,0.1676,3004.421,-87.47
"ocupados","02-Colar e Entorno metropolitano de BH","AR(6)",10,-281.36,588.1,602.2,0.0849,3162.229,-119.47
"ocupados","02-Colar e Entorno metropolitano de BH","MA(6)",10,-283.39,592.1,606.3,0.0996,19123.118,-45.27
"ocupados","02-Colar e Entorno metropolitano de BH","MA(4) desenho",8,-266.97,553.3,565.5,0.6215,18752.216,2.34
"ocupados","03-Sul de Minas","Ruído branco",4,-244.97,498.8,505.7,1e-04,1618.595,47.6
"ocupados","03-Sul de Minas","AR(1)",5,-234.14,479.6,488,0.947,1043.793,19.28
"ocupados","03-Sul de Minas","AR(2)",6,-238.08,490,499.9,0.967,1046.631,18.86
"ocupados","03-Sul de Minas","AR(3)",7,-244.53,505.6,516.7,0.9615,1084.977,18.27
"ocupados","03-Sul de Minas","AR(4)",8,-251.84,523,535.3,0.9171,1728.612,14.62
"ocupados","03-Sul de Minas","AR(5)",9,-259.78,541.9,555.1,0.6904,2401.59,-8.38
"ocupados","03-Sul de Minas","AR(6)",10,-265.79,557,571.1,0.3636,1505.805,-89.76
"ocupados","03-Sul de Minas","ARMA(2,1)",7,-240.29,497.1,508.2,0.8934,1075.178,-33.46
"ocupados","03-Sul de Minas","MA(4) desenho",8,-253.74,526.8,539.1,0.9309,12879.989,32.16
"ocupados","04-Triângulo Mineiro","Ruído branco",4,-264.52,537.9,544.8,0.0013,5259.782,44.88
"ocupados","04-Triângulo Mineiro","AR(1)",5,-252.92,517.1,525.6,0.4546,2502.836,21.86
"ocupados","04-Triângulo Mineiro","AR(2)",6,-252.62,519.1,528.9,0.3082,2377.57,31.03
"ocupados","04-Triângulo Mineiro","AR(3)",7,-261.3,539.2,550.3,0.2945,2394.653,31.02
"ocupados","04-Triângulo Mineiro","AR(4)",8,-267.87,555.1,567.3,0.3411,4132.857,29.04
"ocupados","04-Triângulo Mineiro","AR(5)",9,-276.08,574.4,587.7,0.112,3873.398,2.89
"ocupados","04-Triângulo Mineiro","AR(6)",10,-283.38,592.1,606.3,0.078,3241.728,-35.53
"ocupados","04-Triângulo Mineiro","MA(6)",10,-286.75,598.9,613,0.1394,10285.24,7.47
"ocupados","04-Triângulo Mineiro","ARMA(1,1)",6,-253.05,520,529.8,0.5882,2466.384,27.45
"ocupados","04-Triângulo Mineiro","ARMA(2,1)",7,-258.76,534.1,545.2,0.4686,2640.687,28.01
"ocupados","04-Triângulo Mineiro","ARMA(1,2)",7,-257.75,532.1,543.2,0.2909,2373.87,30.42
"ocupados","04-Triângulo Mineiro","ARMA(2,2)",8,-260.67,540.7,552.9,0.3406,2722.21,28.06
"ocupados","04-Triângulo Mineiro","MA(4) desenho",8,-280.07,579.5,591.7,0.0218,14546.136,11.08
"ocupados","05-Mata de Minas Gerais","Ruído branco",4,-248.7,506.2,513.2,3e-04,2563.126,38.23
"ocupados","05-Mata de Minas Gerais","AR(1)",5,-239.64,490.6,499,0.5185,1616.419,15.58
"ocupados","05-Mata de Minas Gerais","AR(2)",6,-245.14,504.1,514,0.274,1712.108,13
"ocupados","05-Mata de Minas Gerais","AR(3)",7,-251.36,519.3,530.4,0.0813,1772.37,10.7
"ocupados","05-Mata de Minas Gerais","AR(4)",8,-256.82,533,545.2,0.0652,2146.458,10.8
"ocupados","05-Mata de Minas Gerais","AR(5)",9,-263.88,550,563.3,0.0753,2519.619,-12.19
"ocupados","05-Mata de Minas Gerais","AR(6)",10,-269.7,564.8,578.9,0.0301,1891.316,-70.48
"ocupados","05-Mata de Minas Gerais","MA(6)",10,-274.98,575.3,589.5,0.0294,8876.65,-15.99
"ocupados","05-Mata de Minas Gerais","MA(4) desenho",8,-268.54,556.4,568.7,0.0289,13551.805,3.49
"ocupados","06-Norte de Minas","Ruído branco",4,-256.49,521.8,528.8,4e-04,3606.478,27.03
"ocupados","06-Norte de Minas","AR(1)",5,-251.62,514.5,523,0.5348,2605.935,11.09
"ocupados","06-Norte de Minas","AR(2)",6,-255.52,524.9,534.8,0.4344,2680.396,10.34
"ocupados","06-Norte de Minas","AR(3)",7,-262.85,542.2,553.4,0.3509,3815.359,2.96
"ocupados","06-Norte de Minas","AR(4)",8,-269.83,559,571.3,0.552,4075.849,-1.82
"ocupados","06-Norte de Minas","AR(5)",9,-275.97,574.2,587.5,0.7356,3470.188,-36.95
"ocupados","06-Norte de Minas","AR(6)",10,-283.71,592.8,606.9,0.4642,3486.343,-105.31
"ocupados","06-Norte de Minas","MA(6)",10,-285.76,596.9,611,0.4417,16210.893,-30.25
"ocupados","06-Norte de Minas","MA(4) desenho",8,-288.48,596.3,608.6,0.7206,25584.976,-5.19
"ocupados","07-Vale do Rio Doce","Ruído branco",4,-243.2,495.2,502.2,0,1725.304,51.66
"ocupados","07-Vale do Rio Doce","AR(1)",5,-230.71,472.7,481.2,0.6971,995.615,25.01
"ocupados","07-Vale do Rio Doce","AR(2)",6,-235.38,484.6,494.5,0.7455,1023.747,20.83
"ocupados","07-Vale do Rio Doce","AR(3)",7,-240.08,496.7,507.8,0.7601,1081.415,20.31
"ocupados","07-Vale do Rio Doce","AR(4)",8,-249.13,517.6,529.9,0.831,1280.437,-5.77
"ocupados","07-Vale do Rio Doce","AR(5)",9,-256.15,534.6,547.9,0.1343,1382.309,-52.4
"ocupados","07-Vale do Rio Doce","AR(6)",10,-262.78,550.9,565.1,0.1654,1810.45,-191.1
"ocupados","07-Vale do Rio Doce","ARMA(1,1)",6,-230.86,475.6,485.4,0.7064,1019.729,20.49
"ocupados","07-Vale do Rio Doce","MA(4) desenho",8,-253.81,527,539.2,0.2092,7305.707,20.01
"ocupados","08-Central","Ruído branco",4,-258.91,526.7,533.6,0.0171,4376.309,32.3
"ocupados","08-Central","AR(1)",5,-254.01,519.3,527.8,0.6931,2776.742,15.98
"ocupados","08-Central","AR(2)",6,-259.22,532.3,542.1,0.5952,2817.166,11.74
"ocupados","08-Central","AR(3)",7,-266.04,548.6,559.7,0.5345,3154.75,2.11
"ocupados","08-Central","AR(4)",8,-272.94,565.2,577.5,0.5569,4215.638,-1.03
"ocupados","08-Central","AR(5)",9,-281.11,584.5,597.8,0.3675,3738.849,-77.82
"ocupados","08-Central","AR(6)",10,-290,605.4,619.5,0.0777,3951.803,-97.27
"ocupados","08-Central","MA(4) desenho",8,-272.71,564.8,577,0.5935,12467.874,8.57
"taxa","01-Belo Horizonte","Ruído branco",4,-68.6,146,153,0.7997,1.539,19.7
"taxa","01-Belo Horizonte","AR(1)",5,-71.89,155.1,163.5,0.9308,1.476,11.93
"taxa","01-Belo Horizonte","AR(2)",6,-77.23,168.3,178.2,0.9885,1.449,9.84
"taxa","01-Belo Horizonte","AR(3)",7,-81.08,178.7,189.8,0.9839,1.461,9.27
"taxa","01-Belo Horizonte","AR(4)",8,-87.1,193.6,205.8,0.9438,1.4,9.21
"taxa","01-Belo Horizonte","AR(5)",9,-93.33,208.9,222.2,0.9081,1.402,-14.89
"taxa","01-Belo Horizonte","AR(6)",10,-101.1,227.6,241.7,0.6578,1.401,-629.41
"taxa","01-Belo Horizonte","MA(1)",5,-74.02,159.3,167.8,0.8297,1.514,12.63
"taxa","01-Belo Horizonte","MA(2)",6,-79.26,172.4,182.2,0.9845,1.423,10.2
"taxa","01-Belo Horizonte","MA(3)",7,-85.97,188.5,199.6,0.9841,1.452,8.88
"taxa","01-Belo Horizonte","MA(4)",8,-91.17,201.7,214,0.9301,1.41,9.02
"taxa","01-Belo Horizonte","MA(5)",9,-97.51,217.3,230.6,0.909,1.419,-280.85
"taxa","01-Belo Horizonte","MA(6)",10,-103.79,232.9,247.1,0.6516,1.432,-859.25
"taxa","01-Belo Horizonte","MA(4) desenho",8,-92.53,204.4,216.7,0.4515,1.434,-3.93
"taxa","02-Colar e Entorno metropolitano de BH","Ruído branco",4,-78.55,166,172.9,0.0123,2.207,13.12
"taxa","02-Colar e Entorno metropolitano de BH","AR(1)",5,-81.4,174.1,182.5,0.0273,2.105,7.19
"taxa","02-Colar e Entorno metropolitano de BH","AR(2)",6,-88.35,190.6,200.4,0.0144,2.175,5.47
"taxa","02-Colar e Entorno metropolitano de BH","AR(3)",7,-94.5,205.5,216.7,0.003,2.276,3.79
"taxa","02-Colar e Entorno metropolitano de BH","AR(4)",8,-99.52,218.4,230.7,0.0025,2.306,3
"taxa","02-Colar e Entorno metropolitano de BH","AR(5)",9,-105.58,233.4,246.7,0.0013,2.381,-1.44
"taxa","02-Colar e Entorno metropolitano de BH","AR(6)",10,-110.5,246.4,260.5,0.0014,2.358,-21.17
"taxa","02-Colar e Entorno metropolitano de BH","MA(1)",5,-83.03,177.4,185.8,0.0319,2.095,7.58
"taxa","02-Colar e Entorno metropolitano de BH","MA(2)",6,-91.29,196.4,206.3,0.0028,2.249,4
"taxa","02-Colar e Entorno metropolitano de BH","MA(3)",7,-97.47,211.5,222.6,0.002,2.303,2.99
"taxa","02-Colar e Entorno metropolitano de BH","MA(4)",8,-103.63,226.6,238.9,0.001,2.379,2.21
"taxa","02-Colar e Entorno metropolitano de BH","MA(5)",9,-109.73,241.7,255,5e-04,2.445,-238.94
"taxa","02-Colar e Entorno metropolitano de BH","MA(6)",10,-114.85,255.1,269.2,0.0024,2.348,-694.14
"taxa","02-Colar e Entorno metropolitano de BH","MA(4) desenho",8,-98.98,217.3,229.6,0.0097,1.896,-4.39
"taxa","03-Sul de Minas","Ruído branco",4,-73.75,156.4,163.3,0.0117,1.777,14.89
"taxa","03-Sul de Minas","AR(1)",5,-75.54,162.4,170.8,0.0799,1.562,8.78
"taxa","03-Sul de Minas","AR(2)",6,-76.82,167.5,177.3,0.0872,1.578,8.5
"taxa","03-Sul de Minas","AR(3)",7,-84.05,184.6,195.8,0.0803,1.652,7.83
"taxa","03-Sul de Minas","AR(4)",8,-91.88,203.1,215.4,0.0426,1.675,7.11
"taxa","03-Sul de Minas","AR(5)",9,-98.21,218.7,232,0.0696,1.853,-42.76
"taxa","03-Sul de Minas","AR(6)",10,-100.59,226.5,240.7,0.0542,1.886,-273.9
"taxa","03-Sul de Minas","MA(1)",5,-76.45,164.2,172.7,0.0861,1.545,10.42
"taxa","03-Sul de Minas","MA(2)",6,-83.01,179.9,189.7,0.1315,1.667,8.07
"taxa","03-Sul de Minas","MA(3)",7,-88.93,194.4,205.5,0.1125,1.668,7.63
"taxa","03-Sul de Minas","MA(4)",8,-94.74,208.8,221.1,0.0356,1.642,7.25
"taxa","03-Sul de Minas","MA(5)",9,-100.96,224.2,237.5,0.0593,1.711,-199.64
"taxa","03-Sul de Minas","MA(6)",10,-106.27,237.9,252,0.0445,1.63,-637.66
"taxa","03-Sul de Minas","MA(4) desenho",8,-94.26,207.9,220.1,0.1929,1.561,-3.11
"taxa","04-Triângulo Mineiro","Ruído branco",4,-65.23,139.3,146.3,0.2509,1.206,27.03
"taxa","04-Triângulo Mineiro","AR(1)",5,-69.27,149.8,158.3,0.244,1.198,20.7
"taxa","04-Triângulo Mineiro","AR(2)",6,-73.48,160.8,170.7,0.239,1.211,20.58
"taxa","04-Triângulo Mineiro","AR(3)",7,-80.92,178.4,189.5,0.2598,1.201,20.06
"taxa","04-Triângulo Mineiro","AR(4)",8,-85.61,190.6,202.8,0.3292,1.218,18.76
"taxa","04-Triângulo Mineiro","AR(5)",9,-89.49,201.3,214.5,0.3381,1.21,18.52
"taxa","04-Triângulo Mineiro","AR(6)",10,-98.89,223.1,237.3,0.3951,1.278,-154.75
"taxa","04-Triângulo Mineiro","MA(1)",5,-71.22,153.7,162.2,0.2152,1.211,21.34
"taxa","04-Triângulo Mineiro","MA(2)",6,-77.51,168.9,178.7,0.2263,1.175,21.19
"taxa","04-Triângulo Mineiro","MA(3)",7,-83.17,182.9,194,0.3029,1.178,20.46
"taxa","04-Triângulo Mineiro","MA(4)",8,-89.59,198.5,210.8,0.3271,1.202,19.15
"taxa","04-Triângulo Mineiro","MA(5)",9,-96.15,214.6,227.9,0.3903,1.251,-228.31
"taxa","04-Triângulo Mineiro","MA(6)",10,-102.64,230.6,244.8,0.3797,1.274,-664.5
"taxa","04-Triângulo Mineiro","MA(4) desenho",8,-90.1,199.6,211.8,0.0453,1.245,-4.88
"taxa","05-Mata de Minas Gerais","Ruído branco",4,-71.16,151.2,158.1,0.389,1.498,23.43
"taxa","05-Mata de Minas Gerais","AR(1)",5,-73.44,158.2,166.6,0.2882,1.349,17.39
"taxa","05-Mata de Minas Gerais","AR(2)",6,-77.63,169.1,179,0.3169,1.379,18.62
"taxa","05-Mata de Minas Gerais","AR(3)",7,-81.99,180.5,191.6,0.3399,1.386,17.85
"taxa","05-Mata de Minas Gerais","AR(4)",8,-89.93,199.2,211.5,0.4579,1.444,16.82
"taxa","05-Mata de Minas Gerais","AR(5)",9,-97.14,216.6,229.8,0.5633,1.511,-259.36
"taxa","05-Mata de Minas Gerais","AR(6)",10,-104.7,234.8,248.9,0.5382,1.649,-956.14
"taxa","05-Mata de Minas Gerais","MA(1)",5,-75.6,162.5,171,0.3549,1.372,17.39
"taxa","05-Mata de Minas Gerais","MA(2)",6,-80.36,174.6,184.4,0.3595,1.367,18.64
"taxa","05-Mata de Minas Gerais","MA(3)",7,-86.87,190.3,201.4,0.334,1.383,17.98
"taxa","05-Mata de Minas Gerais","MA(4)",8,-93.26,205.9,218.1,0.449,1.411,17.02
"taxa","05-Mata de Minas Gerais","MA(5)",9,-98.61,219.5,232.8,0.5515,1.405,-332.79
"taxa","05-Mata de Minas Gerais","MA(6)",10,-105.22,235.8,249.9,0.5585,1.551,-836.67
"taxa","05-Mata de Minas Gerais","MA(4) desenho",8,-92.17,203.7,215.9,0.5072,1.353,1
"taxa","06-Norte de Minas","Ruído branco",4,-83.59,176,183,0.091,2.515,16.37
"taxa","06-Norte de Minas","AR(1)",5,-87.08,185.5,193.9,0.0044,2.438,6.7
"taxa","06-Norte de Minas","AR(2)",6,-90.97,195.8,205.6,0.0051,2.465,6.09
"taxa","06-Norte de Minas","AR(3)",7,-97.24,211,222.1,0.0467,2.642,4.66
"taxa","06-Norte de Minas","AR(4)",8,-102.84,225,237.3,0.3207,2.653,2.69
"taxa","06-Norte de Minas","AR(5)",9,-109.43,241.1,254.4,0.0058,2.765,-29.2
